tail,head,cap,length,fft,alpha,beta,speedLimit,toll,type
419,420,5000,7.747349829,4.47,0.15,4,0,0,2
419,739,1500,5.492256549,5.07,0.15,4,0,0,1
419,743,1500,2.619497042,1.44,0.15,4,0,0,1
420,419,5000,7.747349829,4.47,0.15,4,0,0,2
420,421,5000,4.781183996,3.29,0.15,4,0,0,2
420,751,3000,4.024969344,2.57,0.15,4,0,0,1
420,752,3000,1.45940142,1.68,0.15,4,0,0,1
421,420,5000,4.781183996,3.29,0.15,4,0,0,2
421,422,5000,5.233490127,3.53,0.15,4,0,0.523349013,2
421,753,2000,2.372382271,0.94,0.15,4,0,0.237238227,1
421,754,2000,2.953274988,2.86,0.15,4,0,0,1
422,421,5000,5.233490127,3.53,0.15,4,0,0,2
422,423,5000,4.520084026,3.11,0.15,4,0,0.452008403,2
422,762,1000,0.98169984,0.87,0.15,4,0,0.098169984,1
422,766,1000,4.9094809,3.61,0.15,4,0,0.49094809,1
423,422,5000,4.520084026,3.11,0.15,4,0,0,2
423,424,5000,4.987389243,3.43,0.15,4,0,0.498738924,2
423,764,1000,1.119314845,0.6,0.15,4,0,0.111931485,1
423,767,1000,5.626604586,4.08,0.15,4,0,0,1
424,423,5000,4.987389243,3.43,0.15,4,0,0,2
424,425,5000,4.936888028,3.31,0.15,4,0,0.493688803,2
424,773,1000,1.097572608,1.3,0.15,4,0,0.109757261,1
424,777,1000,5.359035053,3.72,0.15,4,0,0.535903505,1
425,424,5000,4.936888028,3.31,0.15,4,0,0,2
425,426,5000,2.471855823,1.71,0.15,4,0,0.247185582,2
425,775,2000,2.374410044,2.62,0.15,4,0,0,1
425,779,2000,2.793966025,1.48,0.15,4,0,0.279396603,1
426,425,5000,2.471855823,1.71,0.15,4,0,0,2
426,427,3500,1.536601651,1.11,0.15,4,0,0.153660165,2
426,441,5000,7.085265708,4.82,0.15,4,0,0,2
427,426,3500,1.536601651,1.11,0.15,4,0,0.153660165,2
427,428,3500,5.217799023,3.5,0.15,4,0,0,2
427,594,7000,1.198317542,1.43,0.15,4,0,0,1
427,779,7000,4.142966446,2.65,0.15,4,0,0,1
428,427,3500,5.217799023,3.5,0.15,4,0,0,2
428,429,3500,1.097572608,0.78,0.15,4,0,0,2
428,431,5000,1.536601651,1.04,0.15,4,0,0.153660165,2
429,428,3500,1.097572608,0.78,0.15,4,0,0,2
429,430,3500,0.966861688,0.63,0.15,4,0,0,2
429,593,6500,1.610100392,2.39,0.15,4,0,0,1
429,778,6500,3.85746882,2.77,0.15,4,0,0,1
430,429,3500,0.966861688,0.63,0.15,4,0,0,2
431,428,5000,1.536601651,1.04,0.15,4,0,0,2
431,432,5000,5.183519996,3.52,0.15,4,0,0.518352,2
431,593,4000,1.097572608,1.27,0.15,4,0,0,1
431,597,4000,3.908356278,2.91,0.15,4,0,0,1
432,431,5000,5.183519996,3.52,0.15,4,0,0.518352,2
432,433,5000,3.829884664,2.62,0.15,4,0,0.382988466,2
432,595,4500,2.681311945,3.16,0.15,4,0,0,1
432,599,4500,2.516289811,1.33,0.15,4,0,0,1
433,432,5000,3.829884664,2.62,0.15,4,0,0,2
433,434,5000,3.238128876,2.35,0.15,4,0,0.323812888,2
433,616,9500,4.50513322,3.4,0.15,4,0,0,1
433,617,9500,1.2300699,1.5,0.15,4,0,0,1
434,433,5000,3.238128876,2.35,0.15,4,0,0,2
434,435,5000,4.193821716,3.07,0.15,4,0,0.419382172,2
434,618,9000,5.102006723,4.12,0.15,4,0,0,1
434,619,9000,1.02492682,0.65,0.15,4,0,0,1
435,434,5000,4.193821716,3.07,0.15,4,0,0,2
435,436,5000,2.873886048,1.92,0.15,4,0,0.287388605,2
435,552,4500,2.107806117,0.89,0.15,4,0,0.210780612,1
435,554,4500,2.833362766,3.93,0.15,4,0,0,1
436,435,5000,2.873886048,1.92,0.15,4,0,0.287388605,2
436,437,5000,4.435062382,3.08,0.15,4,0,0.443506238,2
436,496,9000,1.53346343,1.02,0.15,4,0,0.153346343,2
437,436,5000,4.435062382,3.08,0.15,4,0,0.443506238,2
437,438,5000,6.114976116,4.14,0.15,4,0,0.611497612,2
437,554,4000,1.668889728,0.62,0.15,4,0,0.166888973,1
437,556,4000,5.345532657,7.18,0.15,4,0,0,1
438,437,5000,6.114976116,4.14,0.15,4,0,0.611497612,2
438,439,5000,3.534119424,2.4,0.15,4,0,0,2
438,535,6500,11.41181002,8.17,0.15,4,0,0,2
438,536,5000,2.992172832,2.11,0.15,4,0,0.299217283,2
438,540,3500,2.424621577,1.68,0.15,4,0,0.242462158,2
439,438,5000,3.534119424,2.4,0.15,4,0,0.353411942,2
439,440,5000,3.730459392,2.53,0.15,4,0,0.373045939,2
439,614,6000,3.762614085,2.72,0.15,4,0,0,1
439,615,6000,1.249494682,1.94,0.15,4,0,0,1
440,439,5000,3.730459392,2.53,0.15,4,0,0.373045939,2
440,441,5000,3.928022461,2.63,0.15,4,0,0,2
440,612,2000,3.762614085,2.64,0.15,4,0,0.376261409,1
440,613,2000,1.388332788,1.88,0.15,4,0,0.138833279,1
441,426,5000,7.085265708,4.82,0.15,4,0,0,2
441,440,5000,3.928022461,2.63,0.15,4,0,0.392802246,2
441,591,6000,3.01143668,3.19,0.15,4,0,0,1
441,596,6000,2.107806117,0.72,0.15,4,0,0.210780612,1
442,443,3500,6.322629773,3.59,0.15,4,0,0,2
442,898,500,10.05991278,6.49,0.15,4,0,0,1
442,899,500,2.485470874,2.78,0.15,4,0,0,1
442,929,3500,52.91812754,6.31,0.15,4,0,0,2
443,442,3500,6.322629773,3.59,0.15,4,0,0,2
443,444,3500,7.288413201,4.45,0.15,4,0,0,2
443,897,500,1.625002917,1.3,0.15,4,0,0.162500292,1
443,898,500,6.150333404,3.98,0.15,4,0,0,1
444,443,3500,7.288413201,4.45,0.15,4,0,0,2
444,445,3500,8.737675753,5,0.15,4,0,0,2
445,444,3500,8.737675753,5,0.15,4,0,0,2
445,446,3500,10.96211103,6.27,0.15,4,0,0,2
445,885,1000,7.622561295,6.37,0.15,4,0,0,1
445,886,1000,2.643315333,1.05,0.15,4,0,0,1
446,445,3500,10.96211103,6.27,0.15,4,0,0,2
446,447,3500,10.11913664,5.78,0.15,4,0,0,2
446,858,8500,2.283369454,2.41,0.15,4,0,0,1
446,859,8500,7.635838383,5.21,0.15,4,0,0,1
447,446,3500,10.11913664,5.78,0.15,4,0,0,2
447,448,3500,6.956228506,3.98,0.15,4,0,0,2
447,848,4000,6.136991942,5.59,0.15,4,0,0,1
447,849,4000,3.479160326,1.87,0.15,4,0,0,1
448,447,3500,6.956228506,3.98,0.15,4,0,0,2
448,449,5000,4.810329216,3.28,0.15,4,0,0,2
448,664,3500,4.429638893,2.78,0.15,4,0,0,1
448,665,3500,1.057322915,1.17,0.15,4,0,0,1
449,448,5000,4.810329216,3.28,0.15,4,0,0,2
449,450,5000,2.94509952,2,0.15,4,0,0,2
449,662,2000,4.238400545,2.91,0.15,4,0,0,1
449,663,2000,1.097572608,1.41,0.15,4,0,0,1
450,449,5000,2.94509952,2,0.15,4,0,0,2
450,451,5000,2.107806117,1.44,0.15,4,0,0,2
450,453,5000,6.52738661,4.56,0.15,4,0,0,2
450,508,5000,5.664166675,3.8,0.15,4,0,0,2
451,450,5000,2.107806117,1.44,0.15,4,0,0,2
451,452,5000,3.220216877,2.18,0.15,4,0,0,2
451,654,5000,3.229180923,1.81,0.15,4,0,0,1
451,655,5000,1.975630694,2.48,0.15,4,0,0,1
452,451,5000,3.220216877,2.18,0.15,4,0,0,2
452,525,5000,3.470840018,2.32,0.15,4,0,0.347084002,2
452,652,7000,3.479160326,2.17,0.15,4,0,0,1
452,654,7000,1.826074356,2.28,0.15,4,0,0,1
453,450,5000,6.52738661,4.56,0.15,4,0,0,2
453,454,3500,14.69831578,10.27,0.15,4,0,0,2
453,650,500,4.216738775,2.82,0.15,4,0,0.421673877,1
453,841,500,1.198317542,1.48,0.15,4,0,0.119831754,1
454,453,3500,14.69831578,10.27,0.15,4,0,0,2
454,455,3500,4.826326095,3.23,0.15,4,0,0,2
454,838,3000,3.197686061,1.93,0.15,4,0,0,1
454,840,3000,1.93621786,2.45,0.15,4,0,0,1
455,454,3500,4.826326095,3.23,0.15,4,0,0,2
455,456,3500,4.713189212,2.7,0.15,4,0,0,2
455,833,3000,3.452734898,2.7,0.15,4,0,0,1
455,835,3000,1.906123127,2.85,0.15,4,0,0,1
456,455,3500,4.713189212,2.7,0.15,4,0,0,2
456,457,3500,5.124618006,2.93,0.15,4,0,0,2
456,834,5500,3.168927084,2.01,0.15,4,0,0,1
456,836,5500,1.826074356,2.41,0.15,4,0,0,1
457,456,3500,5.124618006,2.93,0.15,4,0,0,2
457,458,3500,2.546754693,1.5,0.15,4,0,0,2
457,829,1000,4.9094809,3.65,0.15,4,0,0,1
457,831,1000,1.097572608,0.72,0.15,4,0,0.109757261,1
458,457,3500,2.546754693,1.5,0.15,4,0,0,2
458,459,5000,2.206088755,1.43,0.15,4,0,0,2
458,467,3500,9.040168051,5.17,0.15,4,0,0,2
458,468,3500,4.970925654,2.91,0.15,4,0,0,2
459,458,5000,2.206088755,1.43,0.15,4,0,0,2
459,460,3500,8.122053393,4.66,0.15,4,0,0,2
459,832,2000,2.04985364,1.27,0.15,4,0,0,1
459,845,2000,5.85492222,7.72,0.15,4,0,0,1
460,459,3500,8.122053393,4.66,0.15,4,0,0,2
460,461,3500,10.9185139,6.3,0.15,4,0,0,2
460,872,3500,7.733026668,5.86,0.15,4,0,0,1
460,875,3500,1.769779503,2.21,0.15,4,0,0,1
461,460,3500,10.9185139,6.3,0.15,4,0,0,2
461,462,3500,9.329769504,5.39,0.15,4,0,0,2
461,874,2000,3.908356278,2.35,0.15,4,0,0,1
461,877,2000,6.335584992,5.87,0.15,4,0,0,1
462,461,3500,9.329769504,5.39,0.15,4,0,0,2
462,873,1500,5.248199532,3.45,0.15,4,0,0,1
462,876,1500,4.410004896,4.35,0.15,4,0,0,1
462,927,3500,12.43507922,7.78,0.15,4,0,0,2
463,464,3500,6.700053128,3.9,0.15,4,0,0,2
463,928,3500,26.80201498,15.96,0.15,4,0,0,2
464,463,3500,6.700053128,3.9,0.15,4,0,0,2
464,465,3500,12.56614419,7.21,0.15,4,0,0,2
464,883,2000,4.486915446,3.92,0.15,4,0,0,1
464,884,2000,5.410051258,3.18,0.15,4,0,0,1
465,464,3500,12.56614419,7.21,0.15,4,0,0,2
465,466,3500,9.66065063,5.74,0.15,4,0,0,2
465,862,3500,7.200623485,4.5,0.15,4,0,0,1
465,881,3500,2.483523567,2.48,0.15,4,0,0,1
466,465,3500,9.66065063,5.74,0.15,4,0,0,2
466,467,3500,9.230070643,5.33,0.15,4,0,0,2
466,855,5000,3.385078076,1.67,0.15,4,0,0,1
466,862,5000,6.392362648,5.4,0.15,4,0,0,1
467,458,3500,9.040168051,5.17,0.15,4,0,0,2
467,466,3500,9.230070643,5.33,0.15,4,0,0,2
467,845,2500,3.547734474,2.09,0.15,4,0,0,1
467,855,2500,6.103147438,5.88,0.15,4,0,0,1
468,458,3500,4.970925654,2.91,0.15,4,0,0,2
468,469,3500,5.124618006,2.92,0.15,4,0,0,2
468,829,2500,2.681311945,1.33,0.15,4,0,0,1
468,830,2500,2.424621577,2.85,0.15,4,0,0,1
469,468,3500,5.124618006,2.92,0.15,4,0,0,2
469,470,3500,4.737651241,2.73,0.15,4,0,0,2
469,819,3000,1.061877358,0.34,0.15,4,0,0,1
469,824,3000,5.698928506,4.01,0.15,4,0,0,1
470,469,3500,4.737651241,2.73,0.15,4,0,0,2
470,471,3500,6.669781367,4.12,0.15,4,0,0.666978137,2
470,817,1000,0.986592246,0.74,0.15,4,0,0,1
470,822,1000,5.14339905,3.36,0.15,4,0,0,1
471,470,3500,6.669781367,4.12,0.15,4,0,0,2
471,472,3500,5.105788681,2.92,0.15,4,0,0.510578868,2
471,815,3000,5.217799023,3.84,0.15,4,0,0,1
471,816,3000,1.057322915,0.61,0.15,4,0,0,1
472,471,3500,5.105788681,2.92,0.15,4,0,0,2
472,473,5000,2.502851789,1.75,0.15,4,0,0.250285179,2
472,813,3000,3.01143668,1.39,0.15,4,0,0,1
472,815,3000,2.327272358,2.22,0.15,4,0,0,1
473,472,5000,2.502851789,1.75,0.15,4,0,0,2
473,474,5000,4.811327009,3.23,0.15,4,0,0,2
473,475,5000,4.704997651,3.17,0.15,4,0,0.470499765,2
473,707,1000,6.199498863,4.39,0.15,4,0,0,1
473,813,1000,1.198317542,1.44,0.15,4,0,0,1
474,473,5000,4.811327009,3.23,0.15,4,0,0,2
474,538,5000,4.814336483,3.32,0.15,4,0,0,2
474,701,3500,1.32074034,1.73,0.15,4,0,0,1
474,706,3500,3.88362066,2.45,0.15,4,0,0.388362066,1
475,473,5000,4.704997651,3.17,0.15,4,0,0,2
475,476,5000,2.460139799,1.68,0.15,4,0,0.24601398,2
475,706,3500,4.054790488,3.08,0.15,4,0,0,1
475,707,3500,1.89598426,1.74,0.15,4,0,0,1
476,475,5000,2.460139799,1.68,0.15,4,0,0,2
476,477,5000,5.445553386,3.71,0.15,4,0,0,2
476,705,3500,3.67580607,2.02,0.15,4,0,0,1
476,707,3500,1.906123127,2.79,0.15,4,0,0,1
477,476,5000,5.445553386,3.71,0.15,4,0,0,2
477,478,6500,3.696727542,2.53,0.15,4,0,0.369672754,2
477,503,6500,1.276209792,0.88,0.15,4,0,0,2
477,504,6500,1.405584956,0.95,0.15,4,0,0,2
478,477,6500,3.696727542,2.53,0.15,4,0,0,2
478,479,6500,4.859172806,3.24,0.15,4,0,0.485917281,2
478,633,5500,3.171968744,1.91,0.15,4,0,0,1
478,703,5500,2.114645829,2.69,0.15,4,0,0,1
479,478,6500,4.859172806,3.24,0.15,4,0,0.485917281,2
479,480,6500,1.888339876,1.32,0.15,4,0,0.188833988,2
479,629,3000,3.601647498,2.12,0.15,4,0,0,1
479,693,3000,1.552196195,1.88,0.15,4,0,0.15521962,1
480,479,6500,1.888339876,1.32,0.15,4,0,0.188833988,2
480,481,5000,2.082507229,1.41,0.15,4,0,0,2
480,483,5000,2.4542496,1.68,0.15,4,0,0.24542496,2
480,484,5000,2.898927441,2.13,0.15,4,0,0.289892744,2
480,486,6500,3.049594226,2.03,0.15,4,0,0.304959423,2
481,480,5000,2.082507229,1.41,0.15,4,0,0,2
481,482,5000,0.785359872,0.54,0.15,4,0,0,2
481,483,6500,1.769779503,1.67,0.15,4,0,0,1
481,691,6500,3.716216698,2.42,0.15,4,0,0,1
482,481,5000,0.785359872,0.54,0.15,4,0,0,2
483,480,5000,2.4542496,1.68,0.15,4,0,0.24542496,2
483,481,6500,1.769779503,1.67,0.15,4,0,0,1
483,539,5000,4.952482572,3.33,0.15,4,0,0,2
483,693,6500,1.097572608,0.5,0.15,4,0,0.109757261,1
484,480,5000,2.898927441,2.13,0.15,4,0,0.289892744,2
484,485,5000,4.811327009,3.26,0.15,4,0,0.481132701,2
484,627,6000,2.793966025,1.98,0.15,4,0,0.279396603,1
484,629,6000,2.460139799,3.65,0.15,4,0,0,1
485,484,5000,4.811327009,3.26,0.15,4,0,0.481132701,2
485,489,5000,3.92679936,2.66,0.15,4,0,0.392679936,2
485,626,6500,2.826539148,1.68,0.15,4,0,0.282653915,1
485,628,6500,2.195145216,2.84,0.15,4,0,0,1
486,480,6500,3.049594226,2.03,0.15,4,0,0,2
486,535,6500,0.404766109,0.29,0.15,4,0,0.040476611,2
486,627,6500,3.385078076,2.22,0.15,4,0,0.338507808,1
486,691,6500,1.717266609,2.4,0.15,4,0,0,1
487,488,5000,3.868702042,2.65,0.15,4,0,0,2
487,535,6500,5.626604586,4.12,0.15,4,0,0,2
487,681,3000,2.643315333,1.36,0.15,4,0,0.264331533,1
487,682,3000,2.424621577,3.04,0.15,4,0,0,1
488,405,5000,1.53346343,1.01,0.15,4,0,0,2
488,487,5000,3.868702042,2.65,0.15,4,0,0.386870204,2
488,680,2500,3.695423973,2.97,0.15,4,0,0.369542397,1
488,682,2500,1.633870403,2.77,0.15,4,0,0,1
489,485,5000,3.92679936,2.66,0.15,4,0,0.392679936,2
489,490,6500,1.573777498,1.06,0.15,4,0,0.15737775,2
489,630,3500,2.776665577,2.68,0.15,4,0,0,1
489,631,3500,2.846929536,4.23,0.15,4,0,0,1
490,489,6500,1.573777498,1.06,0.15,4,0,0,2
490,491,6500,3.859963304,2.61,0.15,4,0,0.38599633,2
490,557,5000,3.919428564,3.59,0.15,4,0,0,1
490,631,5000,1.92873441,3.8,0.15,4,0,0,1
491,490,6500,3.859963304,2.61,0.15,4,0,0.38599633,2
491,492,6500,4.239527086,2.84,0.15,4,0,0.423952709,2
491,558,6500,3.776679752,3.2,0.15,4,0,0,1
491,559,6500,1.186199182,0.6,0.15,4,0,0.118619918,1
492,491,6500,4.239527086,2.84,0.15,4,0,0.423952709,2
492,493,6500,1.598094685,1.37,0.15,4,0,0,2
492,561,9000,3.535487366,3.09,0.15,4,0,0,1
492,562,9000,1.186199182,0.49,0.15,4,0,0,1
493,492,6500,1.598094685,1.37,0.15,4,0,0,2
493,494,6500,3.073203302,2.24,0.15,4,0,0.30732033,2
493,497,6500,2.266423062,1.94,0.15,4,0,0.226642306,2
493,562,14500,0.926129192,1.26,0.15,4,0,0,1
493,564,14500,2.941832552,1.37,0.15,4,0,0.294183255,1
494,493,6500,3.073203302,2.24,0.15,4,0,0.30732033,2
494,495,9000,4.164998365,2.81,0.15,4,0,0.416499837,2
494,561,10000,1.084327707,1,0.15,4,0,0,1
494,563,10000,3.547734474,2.33,0.15,4,0,0,1
495,494,9000,4.164998365,2.81,0.15,4,0,0.416499837,2
495,496,9000,3.818554883,2.56,0.15,4,0,0.381855488,2
495,551,7000,5.261943329,4.69,0.15,4,0,0,1
495,560,7000,0.986592246,0.94,0.15,4,0,0,1
496,436,9000,1.53346343,1.02,0.15,4,0,0.153346343,2
496,495,9000,3.818554883,2.56,0.15,4,0,0.381855488,2
496,553,6000,2.36423899,1.3,0.15,4,0,0,1
496,556,6000,1.582950758,3.71,0.15,4,0,0,1
497,493,6500,2.266423062,1.94,0.15,4,0,0.226642306,2
497,498,6500,0.931327373,0.66,0.15,4,0,0.093132737,2
498,497,6500,0.931327373,0.66,0.15,4,0,0.093132737,2
498,499,5000,2.023830547,1.34,0.15,4,0,0,2
498,533,6500,1.975630694,1.61,0.15,4,0,0,2
499,498,5000,2.023830547,1.34,0.15,4,0,0.202383055,2
499,500,5000,4.193821716,2.84,0.15,4,0,0.419382172,2
499,567,12500,2.4542496,1.56,0.15,4,0,0,1
499,569,12500,1.688974341,2.32,0.15,4,0,0,1
500,499,5000,4.193821716,2.84,0.15,4,0,0.419382172,2
500,501,5000,5.323854793,3.61,0.15,4,0,0.532385479,2
500,566,4500,2.483523567,1.82,0.15,4,0,0.248352357,1
500,570,4500,1.079869824,1.36,0.15,4,0,0.107986982,1
501,500,5000,5.323854793,3.61,0.15,4,0,0.532385479,2
501,502,5000,5.136832927,3.49,0.15,4,0,0,2
501,571,5500,1.810157944,2.49,0.15,4,0,0,1
501,636,5500,1.717266609,0.62,0.15,4,0,0.171726661,1
502,501,5000,5.136832927,3.49,0.15,4,0,0.513683293,2
502,503,6500,5.359035053,3.87,0.15,4,0,0,2
502,632,1500,2.643315333,1.67,0.15,4,0,0.264331533,1
502,634,1500,2.552419584,3.91,0.15,4,0,0.255241958,1
503,477,6500,1.276209792,0.88,0.15,4,0,0,2
503,502,6500,5.359035053,3.87,0.15,4,0,0,2
503,504,7000,0.589019904,0.52,0.15,4,0,0,1
503,633,7000,4.9094809,3.5,0.15,4,0,0,1
504,477,6500,1.405584956,0.95,0.15,4,0,0,2
504,503,7000,0.589019904,0.52,0.15,4,0,0,1
504,505,6500,5.195590076,3.51,0.15,4,0,0,2
504,635,7000,1.144855135,0.45,0.15,4,0,0,1
505,504,6500,5.195590076,3.51,0.15,4,0,0.519559008,2
505,506,6500,3.594952627,2.42,0.15,4,0,0,2
505,634,6000,2.887259697,1.48,0.15,4,0,0,1
505,639,6000,2.240770118,2.42,0.15,4,0,0,1
506,505,6500,3.594952627,2.42,0.15,4,0,0.359495263,2
506,507,5000,5.761998697,3.92,0.15,4,0,0,2
506,639,5000,1.388332788,1.8,0.15,4,0,0,1
506,644,5000,3.88362066,2.59,0.15,4,0,0,1
507,506,5000,5.761998697,3.92,0.15,4,0,0.57619987,2
507,508,5000,11.38433852,7.86,0.15,4,0,0,2
507,578,1500,8.29869499,8.09,0.15,4,0,0,1
507,646,1500,0.439029043,1.51,0.15,4,0,0.043902904,1
508,450,5000,5.664166675,3.8,0.15,4,0,0,2
508,507,5000,11.38433852,7.86,0.15,4,0,0,2
508,509,5000,3.044846661,2.41,0.15,4,0,0,2
509,508,5000,3.044846661,2.41,0.15,4,0,0.304484666,2
509,510,5000,4.811327009,3.24,0.15,4,0,0.481132701,2
509,659,5000,1.769779503,0.59,0.15,4,0,0,1
509,667,5000,3.479160326,5.05,0.15,4,0,0,1
510,509,5000,4.811327009,3.24,0.15,4,0,0.481132701,2
510,511,5000,0.392679936,0.3,0.15,4,0,0.039267994,2
510,658,4000,1.688974341,0.37,0.15,4,0,0,1
510,666,4000,3.573435698,4.08,0.15,4,0,0,1
511,510,5000,0.392679936,0.3,0.15,4,0,0.039267994,2
511,512,5000,3.337779456,2.21,0.15,4,0,0.333777946,2
511,521,5000,4.615035322,3.12,0.15,4,0,0,2
511,522,5000,6.874699139,4.7,0.15,4,0,0,2
512,511,5000,3.337779456,2.21,0.15,4,0,0.333777946,2
512,513,5000,5.519390089,3.73,0.15,4,0,0.551939009,2
512,661,2000,1.769779503,0.58,0.15,4,0,0,1
512,670,2000,5.506273935,7.48,0.15,4,0,0,1
513,512,5000,5.519390089,3.73,0.15,4,0,0.551939009,2
513,514,5000,7.863415718,5.31,0.15,4,0,0,2
513,902,3500,5.053613748,3.59,0.15,4,0,0,1
513,905,3500,9.492071846,9.12,0.15,4,0,0,1
514,513,5000,7.863415718,5.31,0.15,4,0,0,2
514,515,5000,6.48219623,4.43,0.15,4,0,0,2
514,903,3000,4.124314149,2.61,0.15,4,0,0,1
514,905,3000,10.80985099,11.27,0.15,4,0,0,1
515,514,5000,6.48219623,4.43,0.15,4,0,0,2
515,516,5000,8.509696082,5.77,0.15,4,0,0,2
515,534,3500,2.406661298,1.61,0.15,4,0,0,2
515,544,3500,0.49084992,0.29,0.15,4,0,0,2
515,932,5000,16.80573565,5.93,0.15,4,0,0,2
516,515,5000,8.509696082,5.77,0.15,4,0,0,2
516,517,3500,10.60280889,6.07,0.15,4,0,0,2
516,903,6000,11.60940528,8.96,0.15,4,0,0,1
516,906,6000,1.802159505,1.62,0.15,4,0,0,1
517,516,3500,10.60280889,6.07,0.15,4,0,0,2
517,518,3500,11.57282489,6.64,0.15,4,0,0,2
517,908,2500,2.643315333,2.55,0.15,4,0,0,1
517,909,2500,6.941663942,4.39,0.15,4,0,0,1
518,517,3500,11.57282489,6.64,0.15,4,0,0,2
518,911,3500,5.837605678,5.26,0.15,4,0,0,1
518,912,3500,3.486064412,1.64,0.15,4,0,0,1
518,930,3500,61.7276766,9.32,0.15,4,0,0,2
519,520,5000,1.097572608,0.75,0.15,4,0,0,2
519,521,5000,4.035735855,2.72,0.15,4,0,0,2
519,668,2000,0.572427567,0.64,0.15,4,0,0.057242757,1
519,670,2000,5.166766725,3.14,0.15,4,0,0,1
520,519,5000,1.097572608,0.75,0.15,4,0,0,2
521,511,5000,4.615035322,3.12,0.15,4,0,0,2
521,519,5000,4.035735855,2.72,0.15,4,0,0,2
521,666,1500,1.276209792,0.55,0.15,4,0,0,1
521,670,1500,4.390290432,3.93,0.15,4,0,0,1
522,511,5000,6.874699139,4.7,0.15,4,0,0,2
522,523,5000,9.180856904,7.31,0.15,4,0,0,2
523,522,5000,9.180856904,7.31,0.15,4,0,0,2
523,530,5000,3.337779456,2.24,0.15,4,0,0.333777946,2
523,545,5000,0.098169984,0.12,0.15,4,0,0,2
524,525,5000,4.738665128,3.24,0.15,4,0,0,2
524,545,5000,5.97871296,4.42,0.15,4,0,0,2
524,578,5500,4.418743634,4.67,0.15,4,0,0,1
524,647,5500,1.291224972,1.58,0.15,4,0,0,1
525,452,5000,3.470840018,2.32,0.15,4,0,0,2
525,524,5000,4.738665128,3.24,0.15,4,0,0,2
525,652,5000,1.717266609,2.57,0.15,4,0,0,1
525,657,5000,3.601647498,2.51,0.15,4,0,0,1
526,527,3500,8.639521862,6.01,0.15,4,0,0.863952186,2
526,528,5000,13.83221512,9.84,0.15,4,0,1.383221512,2
526,541,3500,0.707918239,0.44,0.15,4,0,0,2
526,546,3500,4.728494074,3.23,0.15,4,0,0,2
527,526,3500,8.639521862,6.01,0.15,4,0,0.863952186,2
527,542,3500,0.986592246,0.65,0.15,4,0,0,2
527,543,3500,5.893466008,3.97,0.15,4,0,0.589346601,2
527,546,3500,5.225185912,4.24,0.15,4,0,0,2
528,526,5000,13.83221512,9.84,0.15,4,0,0,2
528,529,6500,2.100934218,1.43,0.15,4,0,0,2
528,573,4000,3.848713989,5.67,0.15,4,0,0,1
528,575,4000,1.844453065,0.88,0.15,4,0,0.184445307,1
529,528,6500,2.100934218,1.43,0.15,4,0,0,2
529,530,6500,3.049594226,2.05,0.15,4,0,0,2
529,531,6500,1.810157944,1.22,0.15,4,0,0.181015794,2
530,523,5000,3.337779456,2.24,0.15,4,0,0,2
530,529,6500,3.049594226,2.05,0.15,4,0,0.304959423,2
530,575,5000,4.047645001,2.74,0.15,4,0,0,1
530,577,5000,1.31708713,2.81,0.15,4,0,0,1
531,529,6500,1.810157944,1.22,0.15,4,0,0.181015794,2
531,532,6500,2.257909632,1.65,0.15,4,0,0.225790963,2
531,573,3500,1.198317542,3.42,0.15,4,0,0,1
531,574,3500,3.620331982,2.95,0.15,4,0,0,1
532,531,6500,2.257909632,1.65,0.15,4,0,0.225790963,2
532,533,6500,1.965845883,1.51,0.15,4,0,0.196584588,2
532,569,5000,2.341724268,2.95,0.15,4,0,0,1
532,574,5000,2.750513737,2.23,0.15,4,0,0,1
533,498,6500,1.975630694,1.61,0.15,4,0,0.197563069,2
533,532,6500,1.965845883,1.51,0.15,4,0,0.196584588,2
533,568,5000,2.396635085,1.26,0.15,4,0,0,1
533,569,5000,1.374379776,2.98,0.15,4,0,0,1
534,515,3500,2.406661298,1.61,0.15,4,0,0,2
534,543,3500,4.757961162,3.31,0.15,4,0,0,2
534,933,3500,9.829261601,5.96,0.15,4,0,0.98292616,2
535,438,6500,11.41181002,8.17,0.15,4,0,0,2
535,486,6500,0.404766109,0.29,0.15,4,0,0.040476611,2
535,487,6500,5.626604586,4.12,0.15,4,0,0,2
536,438,5000,2.992172832,2.11,0.15,4,0,0.299217283,2
536,537,5000,4.744764541,3.23,0.15,4,0,0,2
536,615,2000,2.812875817,1.52,0.15,4,0,0,1
537,399,5000,6.331770847,4.28,0.15,4,0,0,2
537,536,5000,4.744764541,3.23,0.15,4,0,0.474476454,2
537,608,5500,4.333963392,3.31,0.15,4,0,0,1
537,610,5500,1.001140716,0.81,0.15,4,0,0.100114072,1
538,409,5000,2.266423062,1.47,0.15,4,0,0.226642306,2
538,474,5000,4.814336483,3.32,0.15,4,0,0,2
538,699,8000,1.144855135,0.45,0.15,4,0,0,1
538,704,8000,5.430489926,4.18,0.15,4,0,0,1
539,409,5000,4.111439397,2.86,0.15,4,0,0,2
539,483,5000,4.952482572,3.33,0.15,4,0,0.495248257,2
539,694,5000,1.852274477,0.62,0.15,4,0,0.185227448,1
539,704,5000,3.447150474,4.88,0.15,4,0,0,1
540,438,3500,2.424621577,1.68,0.15,4,0,0,2
540,583,3000,1.194294182,0.56,0.15,4,0,0.119429418,1
